Generations,MaxFitness,MinFitness,MeanFitness,StdFitness,MaxLinks,MinLinks,MeanLinks,Best_Bot_Fit,Best_Bot_Link,Best_Bot_Distance_to_Peak
73,0.07936969864998851,0.06537697440559065,0.0719371836564029,0.0034868011962923403,11,5,6.0,0.07936969864998851,7,11.59926668500895
74,0.0793941492318364,0.06552602294044196,0.07168946330691543,0.0036585736795697846,11,5,6.0,0.0793941492318364,7,11.595386557766757
75,0.0793941492318364,0.0661929245985905,0.0712640868045875,0.00343249097414703,11,5,6.0,0.0793941492318364,7,11.595386557766757
76,0.0793941492318364,0.06627270372689908,0.07168350409019775,0.0036353667943920514,11,5,6.0,0.0793941492318364,7,11.595386557766757
77,0.0793941492318364,0.06559143271171,0.07165120457212308,0.0035624998631568847,11,5,6.0,0.0793941492318364,7,11.595386557766757
78,0.0793941492318364,0.06683797237178687,0.07278610802467181,0.0037253529168362206,11,5,6.0,0.0793941492318364,7,11.595386557766757
79,0.0793941492318364,0.06693864785291398,0.07311583865475979,0.003724357710310208,11,5,6.0,0.0793941492318364,7,11.595386557766757
80,0.0793941492318364,0.06702609053120792,0.07254597279359454,0.003706109508735312,11,5,6.0,0.0793941492318364,7,11.595386557766757
81,0.0793941492318364,0.06694565061811691,0.07264279149529587,0.0036030367238592135,11,5,6.0,0.0793941492318364,7,11.595386557766757
82,0.07954137781926189,0.06694565061811691,0.07297293140560787,0.003646419688785895,9,5,6.0,0.07954137781926189,5,11.572072893585684
83,0.07954137781926189,0.06686533784172166,0.07384177561398524,0.0036627272747472403,9,5,6.0,0.07954137781926189,5,11.572072893585684
84,0.07954137781926189,0.06774840829368976,0.0741412423081631,0.0035551223983321567,9,5,6.0,0.07954137781926189,5,11.572072893585684
85,0.08032151506029965,0.0674921489329045,0.07392114409101343,0.00358921549341508,9,5,6.0,0.08032151506029965,5,11.449964361967918
86,0.08032151506029965,0.06769755472942957,0.07376647850122954,0.0036923845879383277,9,5,6.0,0.08032151506029965,5,11.449964361967918
87,0.08032151506029965,0.06757051468436902,0.07351449723727872,0.003671657966079338,11,5,6.0,0.08032151506029965,5,11.449964361967918
88,0.08032151506029965,0.06757051468436902,0.07375828321341155,0.00342852080833639,11,5,6.0,0.08032151506029965,5,11.449964361967918
89,0.08032151506029965,0.06839904611159882,0.07459444967800911,0.003060890192188457,11,5,6.0,0.08032151506029965,5,11.449964361967918
90,0.08032151506029965,0.0684849186153162,0.07517822232473424,0.0026202296538263563,13,5,6.0,0.08032151506029965,5,11.449964361967918
91,0.08032151506029965,0.06840292665205912,0.07506215317050309,0.002939362987677597,9,5,6.0,0.08032151506029965,5,11.449964361967918
92,0.08032151506029965,0.06857486970965475,0.07526035663117099,0.0027767502408470165,11,5,6.0,0.08032151506029965,5,11.449964361967918
93,0.08032151506029965,0.06781632583054253,0.07485145157391208,0.0031220816431980648,11,5,6.0,0.08032151506029965,5,11.449964361967918
94,0.08032151506029965,0.06782487541517038,0.07477368957846721,0.0032059228183465003,11,5,6.0,0.08032151506029965,5,11.449964361967918
95,0.08032151506029965,0.0681389113530264,0.07448329220757532,0.00325026848267261,9,5,6.0,0.08032151506029965,5,11.449964361967918
96,0.08032151506029965,0.06799836865138202,0.07360095753441889,0.003672142909527622,11,5,6.0,0.08032151506029965,5,11.449964361967918
97,0.08032151506029965,0.06765411158671501,0.07354142205934869,0.003884989353228766,11,5,6.0,0.08032151506029965,5,11.449964361967918
98,0.08032151506029965,0.0667139633424354,0.07297495602217445,0.003977551689730016,11,5,6.0,0.08032151506029965,5,11.449964361967918
99,0.08032151506029965,0.06677705798752412,0.07309971105420622,0.003987349943491603,13,5,6.0,0.08032151506029965,5,11.449964361967918
100,0.08032151506029965,0.06690515008473114,0.07356401677478872,0.003772990875675997,13,5,6.0,0.08032151506029965,5,11.449964361967918
101,0.08097967135650616,0.06804696950065853,0.07386802845041406,0.0034388267797175365,9,5,6.0,0.08097967135650616,7,11.348778196414067
102,0.08097967135650616,0.0683270255556755,0.07355078320462126,0.0031649203862193264,9,5,6.0,0.08097967135650616,7,11.348778196414067
103,0.08097967135650616,0.06674493132542149,0.07358838550250209,0.003390716878167896,11,5,6.0,0.08097967135650616,7,11.348778196414067
104,0.08097967135650616,0.06636061732728164,0.07365620267279877,0.002958199991131878,11,5,6.0,0.08097967135650616,7,11.348778196414067
105,0.08099542296313281,0.06636061732728164,0.0732769512107295,0.003148441245964284,13,5,6.0,0.08099542296313281,5,11.346376664458882
106,0.08099542296313281,0.06636061732728164,0.0735409128181693,0.003236816288750747,11,5,6.0,0.08099542296313281,5,11.346376664458882
107,0.08099542296313281,0.06796604574154501,0.07314115959472721,0.0033300543948815054,9,5,6.0,0.08099542296313281,5,11.346376664458882
108,0.08099542296313281,0.06798734897625942,0.07289052246020798,0.0034450578576500856,11,5,6.0,0.08099542296313281,5,11.346376664458882
109,0.08099542296313281,0.06798734897625942,0.07294432709387652,0.0035605306946087842,11,5,6.0,0.08099542296313281,5,11.346376664458882
110,0.08099542296313281,0.06705388855071161,0.07319977444067807,0.003641742834366117,11,5,6.0,0.08099542296313281,5,11.346376664458882
111,0.08099542296313281,0.06799762096770091,0.07333630964420822,0.003396007243791347,13,5,6.0,0.08099542296313281,5,11.346376664458882
112,0.08100540811702706,0.06798160925369919,0.07361038954979192,0.0034294306582858232,11,5,6.0,0.08100540811702706,7,11.344854784946186
113,0.08100540811702706,0.06698345961057524,0.07341537696269453,0.0034623725688205376,11,5,7.0,0.08100540811702706,7,11.344854784946186
114,0.08100540811702706,0.06805656036849773,0.07280297991579124,0.003465932026501776,9,5,6.0,0.08100540811702706,7,11.344854784946186
115,0.08100540811702706,0.06805656036849773,0.0729587521213121,0.003306829285903804,9,5,7.0,0.08100540811702706,7,11.344854784946186
116,0.08100540811702706,0.06796411037951913,0.07283340203229507,0.003380730303780774,11,5,6.0,0.08100540811702706,7,11.344854784946186
117,0.08100540811702706,0.06813960350129025,0.07292255002613696,0.0032066427544864768,11,5,6.0,0.08100540811702706,7,11.344854784946186
118,0.08100540811702706,0.06781743966535579,0.07318850213365952,0.003350599734035277,11,5,6.0,0.08100540811702706,7,11.344854784946186
119,0.08100540811702706,0.06803960856871827,0.07332847930507583,0.003184482660427111,13,5,6.0,0.08100540811702706,7,11.344854784946186
120,0.08100540811702706,0.06800416304546701,0.0731403622273241,0.0033202841164950217,13,5,6.0,0.08100540811702706,7,11.344854784946186
121,0.08100540811702706,0.06797783881755316,0.07298253592158502,0.0033927828909451514,11,5,6.0,0.08100540811702706,7,11.344854784946186
122,0.08100540811702706,0.0680879008657223,0.0728525603535462,0.003370805355584193,11,5,6.0,0.08100540811702706,7,11.344854784946186
123,0.08100540811702706,0.06733956577611812,0.07307403349682408,0.0034503441617464888,11,5,7.0,0.08100540811702706,7,11.344854784946186
124,0.08100540811702706,0.06768563800508119,0.07215921962351848,0.0033674732482386225,11,5,7.0,0.08100540811702706,7,11.344854784946186
125,0.08100540811702706,0.06726446439688827,0.07230612613995376,0.0034491599143224297,11,5,7.0,0.08100540811702706,7,11.344854784946186
126,0.08100540811702706,0.06782977425026783,0.07206359626784609,0.003252811498057274,11,5,7.0,0.08100540811702706,7,11.344854784946186
127,0.08100540811702706,0.06782975663773298,0.07222019554235132,0.003037726223828663,11,5,7.0,0.08100540811702706,7,11.344854784946186
128,0.08100540811702706,0.06777100755362049,0.07166742884673923,0.0029846911372626212,11,5,7.0,0.08100540811702706,7,11.344854784946186
129,0.08100540811702706,0.06745908226410852,0.07162914788040971,0.0031061525190909448,13,5,6.0,0.08100540811702706,7,11.344854784946186
130,0.08100540811702706,0.0674269064616671,0.07163039969452985,0.003199086265492993,13,5,6.0,0.08100540811702706,7,11.344854784946186
131,0.08100540811702706,0.06791159938175614,0.07147857714401072,0.0033557245277452043,11,5,6.0,0.08100540811702706,7,11.344854784946186
132,0.08100540811702706,0.06801487493591708,0.07155977930195101,0.0032859353292505797,11,5,6.0,0.08100540811702706,7,11.344854784946186
133,0.08100540811702706,0.06746286515189324,0.07208467320759242,0.003416568965339567,11,5,7.0,0.08100540811702706,7,11.344854784946186
134,0.08100540811702706,0.0666154592189335,0.07225374342505644,0.003467810594724148,11,5,6.0,0.08100540811702706,7,11.344854784946186
135,0.08100541053129998,0.0660939086425559,0.07249908559213038,0.003501370805791123,13,5,7.0,0.08100541053129998,7,11.344854417022013
136,0.08100541053129998,0.0660939086425559,0.07277557280615157,0.0034108243335432956,11,5,6.0,0.08100541053129998,7,11.344854417022013
137,0.08100541053129998,0.0660939086425559,0.07293759778465211,0.003185432759600467,11,5,7.0,0.08100541053129998,7,11.344854417022013
138,0.08100541053129998,0.06593730775370761,0.07242636234594163,0.003211841554875949,11,5,6.0,0.08100541053129998,7,11.344854417022013
139,0.08100541053129998,0.06705554303400683,0.07212818525183161,0.0030472425468083143,11,5,7.0,0.08100541053129998,7,11.344854417022013
140,0.08100541053129998,0.06594810277084985,0.07218981272301524,0.0029094188595169272,13,5,7.0,0.08100541053129998,7,11.344854417022013
141,0.08100541053129998,0.06609624265434667,0.0724395424878803,0.0030643280305774757,13,5,7.0,0.08100541053129998,7,11.344854417022013
142,0.08100541053129998,0.0660963670828617,0.07212021122755317,0.0028728874104604666,9,5,6.0,0.08100541053129998,7,11.344854417022013
143,0.08100541053129998,0.06670015257649674,0.07246264284855122,0.002974390125238359,11,5,7.0,0.08100541053129998,7,11.344854417022013
144,0.08100541053129998,0.06742277432409313,0.07195679701832725,0.0029649663148632733,9,5,6.0,0.08100541053129998,7,11.344854417022013
145,0.08100541053129998,0.06759714241683228,0.0719189918373251,0.0029753223520206937,11,5,6.0,0.08100541053129998,7,11.344854417022013
146,0.08100541053129998,0.06818705008970337,0.07151030764689704,0.0028354348924830982,11,5,6.0,0.08100541053129998,7,11.344854417022013
147,0.08100541053129998,0.06818705008970337,0.07189319673383036,0.0029194969531273203,11,5,6.0,0.08100541053129998,7,11.344854417022013
148,0.08100541053129998,0.06756911388165822,0.07183761540160175,0.0028529806510389716,9,5,6.0,0.08100541053129998,7,11.344854417022013
149,0.08100541053129998,0.06756408183423236,0.07173273407203563,0.0030869950490704863,11,5,6.0,0.08100541053129998,7,11.344854417022013
150,0.08100541053129998,0.06756408183423236,0.07203591128719831,0.00305513387095635,9,5,6.0,0.08100541053129998,7,11.344854417022013
151,0.08100541053129998,0.06703633750739957,0.07198601594589733,0.00308092169235791,9,5,6.0,0.08100541053129998,7,11.344854417022013
152,0.08100541053129998,0.06734677100842806,0.07154858796907101,0.0028221965026028373,11,5,6.0,0.08100541053129998,7,11.344854417022013
153,0.08100541053129998,0.06809807266523328,0.07190463841594298,0.0030273338871215387,11,5,6.0,0.08100541053129998,7,11.344854417022013
154,0.08100541053129998,0.06756934406753577,0.07182110026572759,0.0031344755198162728,11,5,6.0,0.08100541053129998,7,11.344854417022013
155,0.08100541053129998,0.06788564755169295,0.07200398513731124,0.003431037160228374,11,5,6.0,0.08100541053129998,7,11.344854417022013
156,0.08100552425043053,0.06697667634644808,0.07190278621879397,0.003443893621705061,11,5,6.0,0.08100552425043053,7,11.344837086770475
157,0.08100552425043053,0.0677628717817642,0.0719264644319367,0.003406866118397468,11,5,6.0,0.08100552425043053,7,11.344837086770475
158,0.08100552425043053,0.06761130415721375,0.07148183818858167,0.0030702837718304685,11,5,6.0,0.08100552425043053,7,11.344837086770475
159,0.08101604247777314,0.06738943978224494,0.07187948451740059,0.003324136409294871,11,5,7.0,0.08101604247777314,7,11.343234369592311
160,0.08101604247777314,0.06770583646157229,0.07156121150826278,0.0032732951773872285,13,5,7.0,0.08101604247777314,7,11.343234369592311
161,0.08101604247777314,0.06732548565208979,0.0719229672505324,0.003275010928971756,15,5,7.0,0.08101604247777314,7,11.343234369592311
162,0.08101604247777314,0.06754074080854676,0.07164425845999067,0.003653646874524651,15,5,6.0,0.08101604247777314,7,11.343234369592311
163,0.08101604247777314,0.06815412764493357,0.07166977774093448,0.0037216096720845823,11,5,6.0,0.08101604247777314,7,11.343234369592311
164,0.08101604247777314,0.06779596165330037,0.0717055556973913,0.0038906838970942477,11,5,6.0,0.08101604247777314,7,11.343234369592311
165,0.08101604247777314,0.0677575968007849,0.0713099566706332,0.0037661375194873677,11,5,6.0,0.08101604247777314,7,11.343234369592311
166,0.08101604247777314,0.06761435899026631,0.07172758134271663,0.0038388800992868025,11,5,6.0,0.08101604247777314,7,11.343234369592311
167,0.08101604247777314,0.0677575968007849,0.07210452828706938,0.00387027423840256,11,5,6.0,0.08101604247777314,7,11.343234369592311
168,0.08101604247777314,0.06782244852649628,0.07111373121631889,0.0032762444151799236,11,5,6.0,0.08101604247777314,7,11.343234369592311
169,0.08101604247777314,0.06771760817108341,0.07103574309608268,0.0031591103676777907,9,5,6.0,0.08101604247777314,7,11.343234369592311
170,0.08101604247777314,0.06670779654590303,0.07091174375617154,0.003224182144323107,11,5,6.0,0.08101604247777314,7,11.343234369592311
171,0.08101604247777314,0.06797600163938804,0.07072455929030869,0.003003896567644445,11,5,6.0,0.08101604247777314,7,11.343234369592311
172,0.08101604247777314,0.06818999069353048,0.07088768257807807,0.0030261665880848857,11,5,6.0,0.08101604247777314,7,11.343234369592311
173,0.08101604247777314,0.06766329084135964,0.07053671175877362,0.0028653256236346675,9,5,6.0,0.08101604247777314,7,11.343234369592311
174,0.08101751543332027,0.06748922969007923,0.0705459122023707,0.002778131725147177,11,5,6.0,0.08101751543332027,7,11.343009960889614
175,0.08101751543332027,0.06748928378311213,0.07101022424497899,0.003207688459040739,11,5,6.0,0.08101751543332027,7,11.343009960889614
176,0.08101751543332027,0.06806844475775159,0.07089855955074487,0.0032915475459550586,11,5,6.0,0.08101751543332027,7,11.343009960889614
177,0.08101751543332027,0.06784108838484268,0.07102136117847299,0.003509566184823518,9,5,6.0,0.08101751543332027,7,11.343009960889614
178,0.08101751543332027,0.06678273311767106,0.07097635262387852,0.003286031638870573,11,5,6.0,0.08101751543332027,7,11.343009960889614
179,0.08101751543332027,0.06664129983307225,0.0706009291924409,0.0030286773911285844,11,5,6.0,0.08101751543332027,7,11.343009960889614
180,0.08101751543332027,0.06654034989309807,0.0707928130687526,0.003173939073009901,9,5,6.0,0.08101751543332027,7,11.343009960889614
181,0.08101751543332027,0.06654034989309807,0.07052034240116319,0.0029246122028985574,9,5,6.0,0.08101751543332027,7,11.343009960889614
182,0.08101751543332027,0.06735739258872292,0.07084600737807886,0.0030618000683817117,9,5,6.0,0.08101751543332027,7,11.343009960889614
183,0.08101751543332027,0.06721611296704284,0.07051032009985705,0.002789238973271208,9,5,6.0,0.08101751543332027,7,11.343009960889614
184,0.08101751543332027,0.0672054418040381,0.07060613572357442,0.0028024700292996305,9,5,6.0,0.08101751543332027,7,11.343009960889614
185,0.08102060397706885,0.06767969433653584,0.07136736160955313,0.003271737155081504,9,5,6.0,0.08102060397706885,7,11.34253943951132
186,0.08102060397706885,0.06762993615565267,0.07173903618830745,0.003356749042858479,11,5,6.0,0.08102060397706885,7,11.34253943951132
187,0.08102060397706885,0.0674366897838506,0.07132336717454082,0.003638468277227369,11,5,6.0,0.08102060397706885,7,11.34253943951132
188,0.08102060397706885,0.06800427343756282,0.07159755432697722,0.0035897802253108835,11,5,6.0,0.08102060397706885,7,11.34253943951132
189,0.08102060397706885,0.06678016456719621,0.07181817411875784,0.003663780928410014,11,5,6.0,0.08102060397706885,7,11.34253943951132
190,0.08102060397706885,0.06661270226668667,0.07210213211975006,0.0033697743331783225,13,5,6.0,0.08102060397706885,7,11.34253943951132
191,0.08102060397706885,0.06759777007771764,0.07170056943204862,0.0032872896480551387,9,5,6.0,0.08102060397706885,7,11.34253943951132
192,0.08102060397706885,0.06759835239104146,0.07256058098249993,0.0033790812134124213,11,5,6.0,0.08102060397706885,7,11.34253943951132
193,0.08102060397706885,0.06820240654360822,0.07248626607510854,0.0034227712988579287,11,5,6.0,0.08102060397706885,7,11.34253943951132
194,0.08102060397706885,0.06837642571381164,0.07272162713388797,0.003484048508528675,11,5,6.0,0.08102060397706885,7,11.34253943951132
195,0.08102060397706885,0.06722625193452698,0.07282115537892987,0.0034152454266116357,11,5,6.0,0.08102060397706885,7,11.34253943951132
196,0.08102060397706885,0.06801382389847513,0.07308617766795905,0.0032783003634011803,9,5,6.0,0.08102060397706885,7,11.34253943951132
197,0.08102060397706885,0.0683133065765568,0.07350888815306433,0.0031685910558958363,9,5,6.0,0.08102060397706885,7,11.34253943951132
198,0.08102060397706885,0.06671650040385091,0.07359253969745497,0.00382779302047595,9,5,6.0,0.08102060397706885,7,11.34253943951132
199,0.08102060397706885,0.06703510327961255,0.07381070100738167,0.003896387485504307,11,5,6.0,0.08102060397706885,7,11.34253943951132
200,0.08102060397706885,0.06747240284397119,0.07337727165742032,0.0037528659508428105,11,5,6.0,0.08102060397706885,7,11.34253943951132
201,0.08102060397706885,0.06760305890083762,0.07354243535147924,0.003926745055023044,13,5,6.0,0.08102060397706885,7,11.34253943951132
202,0.08102060397706885,0.06753679719148503,0.07363431692975068,0.004232790519171773,9,5,6.0,0.08102060397706885,7,11.34253943951132
203,0.08102060397706885,0.06746929543370579,0.07316234160724921,0.004167225634552288,9,5,6.0,0.08102060397706885,7,11.34253943951132
204,0.08102060397706885,0.06746929543370579,0.07313178486482799,0.0036914420686847103,9,5,6.0,0.08102060397706885,7,11.34253943951132
205,0.08102060397706885,0.06689645277985552,0.07349355895293971,0.0034147440143815753,11,5,6.0,0.08102060397706885,7,11.34253943951132
206,0.08102060397706885,0.06725733924413697,0.0735359032179484,0.0031067983686156944,11,5,6.0,0.08102060397706885,7,11.34253943951132
207,0.08102060397706885,0.06746286975466681,0.07375999192507733,0.0032663298863511462,11,5,6.0,0.08102060397706885,7,11.34253943951132
208,0.08102060397706885,0.06744592842878347,0.07328777134712611,0.0032062390351432855,11,5,6.0,0.08102060397706885,7,11.34253943951132
209,0.08102060397706885,0.000992063492063492,0.07232683355825915,0.00792789528866429,11,5,6.0,0.08102060397706885,7,11.34253943951132
