Generations,MaxFitness,MinFitness,MeanFitness,StdFitness,MaxLinks,MinLinks,MeanLinks,Best_Bot_Fit,Best_Bot_Link,Best_Bot_Distance_to_Peak
212,-4.491756178011588,-9999.0,-105.3835174274683,994.3460775685237,15,5,8.0,-4.491756178011588,9,9.179976464460195
213,-4.491756178011588,-7.619252001934919,-5.632761547715848,0.7718425849087769,19,5,8.0,-4.491756178011588,9,9.179976464460195
214,-4.491756178011588,-7.648867138545014,-5.6136136898121745,0.7105829597954909,19,7,9.0,-4.491756178011588,9,9.179976464460195
215,-4.491756178011588,-7.844095397798748,-5.515573058748762,0.7984808512678301,19,7,8.0,-4.491756178011588,9,9.179976464460195
216,-4.491756178011588,-7.844230535142394,-5.541166305082264,0.8367799545513167,13,5,8.0,-4.491756178011588,9,9.179976464460195
217,-4.491756178011588,-7.398888233574567,-5.434259434420005,0.7355622729327038,15,5,8.0,-4.491756178011588,9,9.179976464460195
218,-4.491756178011588,-7.37671655854283,-5.6716624107755145,0.8060435360410158,15,5,8.0,-4.491756178011588,9,9.179976464460195
219,-4.491756178011588,-7.471137108664236,-5.551406579330752,0.7828416185403378,19,5,8.0,-4.491756178011588,9,9.179976464460195
220,-4.491756178011588,-7.493068877354554,-5.608990385699658,0.7919778881494745,17,5,8.0,-4.491756178011588,9,9.179976464460195
221,-4.491756178011588,-8.22475716344547,-5.586094128359892,0.8196674948670168,15,5,9.0,-4.491756178011588,9,9.179976464460195
222,-4.491756178011588,-8.03342392721469,-5.632296612878531,0.8370562463355852,17,5,9.0,-4.491756178011588,9,9.179976464460195
223,-4.491756178011588,-9999.0,-105.54527671404755,994.3298958204995,19,5,8.0,-4.491756178011588,9,9.179976464460195
224,-4.491756178011588,-7.669620149181999,-5.862450627210294,0.7717168087836268,21,5,9.0,-4.491756178011588,9,9.179976464460195
225,-4.491756178011588,-7.344290719835642,-5.821060155319441,0.7519361796038581,17,5,8.0,-4.491756178011588,9,9.179976464460195
226,-4.491756178011588,-8.008131675707725,-5.641405829338144,0.7710183329193896,15,5,8.0,-4.491756178011588,9,9.179976464460195
227,-4.491756178011588,-7.540772629957974,-5.7175478579370225,0.6992505127438954,15,5,8.0,-4.491756178011588,9,9.179976464460195
228,-4.491756178011588,-7.283987092822825,-5.641816403623616,0.700755777597396,15,5,8.0,-4.491756178011588,9,9.179976464460195
229,-4.491756178011588,-8.008131675707725,-5.533970469066548,0.7517351904698293,15,5,8.0,-4.491756178011588,9,9.179976464460195
230,-4.491756178011588,-7.733251154263806,-5.634543253737711,0.7084817888324711,17,5,9.0,-4.491756178011588,9,9.179976464460195
231,-4.491756178011588,-8.008131675707725,-5.749887584302408,0.8296410995485795,13,5,8.0,-4.491756178011588,9,9.179976464460195
232,-4.491756178011588,-8.004617027520446,-5.628187848917666,0.7362299884957857,15,5,8.0,-4.491756178011588,9,9.179976464460195
233,-4.491756178011588,-7.215036284959191,-5.711616954766144,0.6716978275952497,15,7,8.0,-4.491756178011588,9,9.179976464460195
234,-4.491756178011588,-7.345285793349446,-5.793645524255511,0.6736329298882722,15,5,8.0,-4.491756178011588,9,9.179976464460195
235,-4.491756178011588,-7.128863902914057,-5.570123586773632,0.5853775953022744,15,5,8.0,-4.491756178011588,9,9.179976464460195
236,-4.491756178011588,-7.863391252250003,-5.643352441663551,0.7269043357931096,15,5,8.0,-4.491756178011588,9,9.179976464460195
237,-4.491756178011588,-7.3728006015246645,-5.596067720289009,0.7362569798368137,15,5,8.0,-4.491756178011588,9,9.179976464460195
238,-4.491756178011588,-8.020921665908622,-5.576711412881274,0.7591375058959715,15,5,8.0,-4.491756178011588,9,9.179976464460195
239,-4.491756178011588,-7.236259732533627,-5.517294078497436,0.665032011919677,15,7,8.0,-4.491756178011588,9,9.179976464460195
240,-4.491756178011588,-7.7132219339156,-5.5125956411167785,0.7260326181076623,15,5,8.0,-4.491756178011588,9,9.179976464460195
241,-4.491756178011588,-7.182302936938645,-5.531314058154412,0.6267603079049765,15,5,8.0,-4.491756178011588,9,9.179976464460195
242,-4.491756178011588,-7.94198890699725,-5.461529633232888,0.6701204858722112,13,5,8.0,-4.491756178011588,9,9.179976464460195
243,-4.491756178011588,-7.262865360729902,-5.427049340340287,0.5850916342470558,13,5,8.0,-4.491756178011588,9,9.179976464460195
244,-4.491756178011588,-7.442206010832025,-5.495155587876651,0.6646439233168348,13,5,8.0,-4.491756178011588,9,9.179976464460195
245,-4.491756178011588,-7.694049747826862,-5.563295675660413,0.7596911630551332,11,5,8.0,-4.491756178011588,9,9.179976464460195
246,-4.491756178011588,-7.861648969290769,-5.536861789976135,0.6937944142709583,15,5,8.0,-4.491756178011588,9,9.179976464460195
247,-4.491756178011588,-7.767290658686628,-5.532941484914556,0.6771884020677883,11,5,8.0,-4.491756178011588,9,9.179976464460195
248,-4.491756178011588,-7.2270525645964065,-5.622124664163647,0.7593754589710128,13,5,8.0,-4.491756178011588,9,9.179976464460195
249,-4.491756178011588,-7.3141002254332665,-5.546873092382483,0.7673289950769309,15,5,8.0,-4.491756178011588,9,9.179976464460195
250,-4.491756178011588,-7.124593281782387,-5.544878231633115,0.7880536055444161,15,5,8.0,-4.491756178011588,9,9.179976464460195
251,-4.491756178011588,-7.594549191033874,-5.47752906516655,0.7904006322935582,15,5,8.0,-4.491756178011588,9,9.179976464460195
252,-4.491756178011588,-7.094294564293224,-5.474523967704791,0.6594121263753048,15,5,8.0,-4.491756178011588,9,9.179976464460195
253,-4.491756178011588,-9999.0,-105.28216164249773,994.356263257042,13,7,8.0,-4.491756178011588,9,9.179976464460195
254,-4.491756178011588,-9999.0,-105.45130365060099,994.3393366269588,15,5,8.0,-4.491756178011588,9,9.179976464460195
255,-4.491756178011588,-7.863391252250003,-5.725675571087115,0.819258850624542,15,5,8.0,-4.491756178011588,9,9.179976464460195
256,-4.491756178011588,-7.5604345461843945,-5.6726927957028295,0.7336345945635412,15,5,8.0,-4.491756178011588,9,9.179976464460195
257,-4.491756178011588,-7.834657324084041,-5.644844186675901,0.8108644964608082,13,5,8.0,-4.491756178011588,9,9.179976464460195
258,-4.491756178011588,-7.304952319896491,-5.508432849222575,0.7148231898765278,15,7,8.0,-4.491756178011588,9,9.179976464460195
259,-4.491756178011588,-7.877044182135636,-5.427082013483502,0.7282623615981886,15,5,9.0,-4.491756178011588,9,9.179976464460195
260,-4.491756178011588,-7.846012265170655,-5.500741047593903,0.7491437878696849,17,5,9.0,-4.491756178011588,9,9.179976464460195
261,-4.491756178011588,-8.21107625108183,-5.480313796616578,0.8003321269285983,19,5,8.0,-4.491756178011588,9,9.179976464460195
262,-4.491756178011588,-7.918927062362429,-5.46818981535018,0.7121468684202382,15,7,8.0,-4.491756178011588,9,9.179976464460195
263,-4.491756178011588,-7.265166327426834,-5.379113732586997,0.6508048110425136,17,5,8.0,-4.491756178011588,9,9.179976464460195
264,-4.491756178011588,-7.51507721952569,-5.56317894045258,0.7646656819566727,15,5,8.0,-4.491756178011588,9,9.179976464460195
265,-4.491756178011588,-7.559521530571461,-5.501133907973244,0.7173245138352389,13,5,8.0,-4.491756178011588,9,9.179976464460195
266,-4.491756178011588,-7.094069025480211,-5.398918392596134,0.6289916129095817,15,5,8.0,-4.491756178011588,9,9.179976464460195
267,-4.491756178011588,-7.128863902914057,-5.4835749594636525,0.7086824251873164,13,5,8.0,-4.491756178011588,9,9.179976464460195
268,-4.491756178011588,-7.591624598224511,-5.559282110547352,0.6932734496233777,13,5,8.0,-4.491756178011588,9,9.179976464460195
269,-4.491756178011588,-7.487164787490536,-5.429850769876903,0.6787332398090795,17,5,8.0,-4.491756178011588,9,9.179976464460195
270,-4.491756178011588,-7.101740018431964,-5.572686283239084,0.7057536264012269,15,5,8.0,-4.491756178011588,9,9.179976464460195
271,-4.491756178011588,-7.931348360730922,-5.584172281066042,0.8099083784903417,13,5,8.0,-4.491756178011588,9,9.179976464460195
272,-4.491756178011588,-7.863391252250003,-5.657856965927862,0.7970787508215137,15,5,8.0,-4.491756178011588,9,9.179976464460195
273,-4.491756178011588,-7.57219207999574,-5.763342362842704,0.821900115699475,15,5,8.0,-4.491756178011588,9,9.179976464460195
274,-4.491756178011588,-7.447606115253353,-5.63384804595624,0.7605133238125664,15,5,8.0,-4.491756178011588,9,9.179976464460195
275,-4.491756178011588,-7.513653717477627,-5.621170594503908,0.7820771610201099,15,5,8.0,-4.491756178011588,9,9.179976464460195
276,-4.491756178011588,-7.2876026055361125,-5.514386680905956,0.7529731903011022,15,5,8.0,-4.491756178011588,9,9.179976464460195
277,-4.491756178011588,-7.639482618282099,-5.460518566156967,0.7286890235619009,19,5,8.0,-4.491756178011588,9,9.179976464460195
278,-4.491756178011588,-7.271981735109247,-5.503280669513895,0.7525848377387686,19,5,8.0,-4.491756178011588,9,9.179976464460195
279,-4.491756178011588,-7.150180129735225,-5.4474314642951915,0.7047676382396325,13,5,8.0,-4.491756178011588,9,9.179976464460195
280,-4.491756178011588,-7.17720117687636,-5.5183959610797375,0.73107411398559,15,5,8.0,-4.491756178011588,9,9.179976464460195
281,-4.491756178011588,-7.7519029159275705,-5.5018024934635354,0.7271658367964314,15,5,8.0,-4.491756178011588,9,9.179976464460195
282,-4.491756178011588,-7.093403563679448,-5.411164129675562,0.6690306183726104,13,5,8.0,-4.491756178011588,9,9.179976464460195
283,-4.491756178011588,-7.041959441584306,-5.3902635729499275,0.6296677060450844,13,7,8.0,-4.491756178011588,9,9.179976464460195
284,-4.491756178011588,-7.211733749900846,-5.560460747678408,0.7196427661938485,15,5,8.0,-4.491756178011588,9,9.179976464460195
285,-4.491756178011588,-7.56679543999034,-5.5442024691048575,0.6933967592881706,15,5,9.0,-4.491756178011588,9,9.179976464460195
286,-4.491756178011588,-7.056894148646105,-5.447210181092548,0.6308482509834302,15,5,8.0,-4.491756178011588,9,9.179976464460195
287,-4.491756178011588,-7.4195717689807745,-5.588399775133751,0.7754788021437314,13,5,8.0,-4.491756178011588,9,9.179976464460195
288,-4.491756178011588,-7.504988983936012,-5.5986816485453526,0.8515884122586195,15,5,8.0,-4.491756178011588,9,9.179976464460195
289,-4.491756178011588,-6.9420500035089265,-5.390032195273947,0.6764891322584985,19,5,8.0,-4.491756178011588,9,9.179976464460195
290,-4.491756178011588,-7.128255084587505,-5.403351952415326,0.6504562110126226,15,5,8.0,-4.491756178011588,9,9.179976464460195
291,-4.491756178011588,-7.009752591346543,-5.400639642878754,0.6300670273401939,15,5,9.0,-4.491756178011588,9,9.179976464460195
292,-4.491756178011588,-7.3976480191021725,-5.517131209096623,0.7420667135733708,15,5,8.0,-4.491756178011588,9,9.179976464460195
293,-4.491756178011588,-7.343796242438482,-5.448110984094151,0.6635389014675962,15,5,8.0,-4.491756178011588,9,9.179976464460195
294,-4.491756178011588,-7.439180095529504,-5.46226892700953,0.6879101337656819,15,5,8.0,-4.491756178011588,9,9.179976464460195
295,-4.491756178011588,-7.535567648338764,-5.468039762001127,0.7106882310890115,15,5,8.0,-4.491756178011588,9,9.179976464460195
296,-4.491756178011588,-7.437383257814069,-5.493223842526946,0.6465288149451649,15,7,9.0,-4.491756178011588,9,9.179976464460195
297,-4.491756178011588,-7.614917710701055,-5.4796196063480105,0.7017797639976069,17,7,9.0,-4.491756178011588,9,9.179976464460195
298,-4.491756178011588,-7.309216899557408,-5.521355475114083,0.7292707693310531,19,5,9.0,-4.491756178011588,9,9.179976464460195
299,-4.491756178011588,-7.842777126198624,-5.510471486447706,0.7823438708246583,19,5,8.0,-4.491756178011588,9,9.179976464460195
300,-4.491756178011588,-7.569317755407206,-5.485977536873854,0.7194740665519038,15,5,8.0,-4.491756178011588,9,9.179976464460195
301,-4.491756178011588,-7.209311772427042,-5.376404161678416,0.6437527690777859,15,5,8.0,-4.491756178011588,9,9.179976464460195
302,-4.491756178011588,-7.52157435140453,-5.473754216098709,0.7438022086778407,15,5,8.0,-4.491756178011588,9,9.179976464460195
303,-4.491756178011588,-7.14725730634233,-5.323487956301604,0.6276496028071044,15,5,8.0,-4.491756178011588,9,9.179976464460195
304,-4.491756178011588,-7.591624598224511,-5.423492833092261,0.731352675804732,13,5,8.0,-4.491756178011588,9,9.179976464460195
305,-4.491756178011588,-7.166056032926705,-5.388242852002471,0.6965108681337965,15,5,9.0,-4.491756178011588,9,9.179976464460195
306,-4.491756178011588,-7.650443680380434,-5.455019623997819,0.7350062796900915,15,5,8.0,-4.491756178011588,9,9.179976464460195
307,-4.491756178011588,-7.623735566220665,-5.372025852811067,0.6517493294980138,15,5,9.0,-4.491756178011588,9,9.179976464460195
308,-4.491756178011588,-7.710672602519964,-5.521929559635969,0.8069802453555505,13,5,8.0,-4.491756178011588,9,9.179976464460195
309,-4.491756178011588,-7.580105054186389,-5.417194766368669,0.6955760383961694,15,5,8.0,-4.491756178011588,9,9.179976464460195
310,-4.491756178011588,-6.9477914921734545,-5.37166297847086,0.6344145991765135,17,5,8.0,-4.491756178011588,9,9.179976464460195
311,-4.491756178011588,-7.385021342668936,-5.323686881272157,0.6572697251347245,15,5,8.0,-4.491756178011588,9,9.179976464460195
312,-4.491756178011588,-7.241561512805153,-5.343164031130153,0.649919225664705,19,5,8.0,-4.491756178011588,9,9.179976464460195
313,-4.491756178011588,-6.9538753333671135,-5.431876062410231,0.6783385634983456,19,7,9.0,-4.491756178011588,9,9.179976464460195
314,-4.491756178011588,-7.259086896323735,-5.459185086023605,0.715279347522055,15,5,8.0,-4.491756178011588,9,9.179976464460195
315,-4.491756178011588,-7.564658226704044,-5.4547896035140875,0.7047333256353525,13,5,8.0,-4.491756178011588,9,9.179976464460195
316,-4.491756178011588,-7.774485756425615,-5.540342264008971,0.6751080792246338,15,5,8.0,-4.491756178011588,9,9.179976464460195
317,-4.491756178011588,-7.913994141028593,-5.459996850022111,0.6890209298324186,13,5,8.0,-4.491756178011588,9,9.179976464460195
318,-4.491736365460567,-7.203260920421434,-5.350244045161333,0.6221839691829527,13,5,8.0,-4.491736365460567,9,9.179937589609596
319,-4.491736365460567,-7.141484549701822,-5.438747362251909,0.6717094055230357,17,5,8.0,-4.491736365460567,9,9.179937589609596
320,-4.491736365460567,-7.116707780784121,-5.486916537313466,0.704127850406142,15,5,8.0,-4.491736365460567,9,9.179937589609596
321,-4.491736365460567,-7.481046407698917,-5.375403720515865,0.6903259581093681,15,7,8.0,-4.491736365460567,9,9.179937589609596
322,-4.491736365460567,-7.624033062894829,-5.285314670210398,0.6152454831550671,15,7,8.0,-4.491736365460567,9,9.179937589609596
323,-4.491736365460567,-7.925602207270008,-5.325692951724294,0.6488509739232474,13,5,8.0,-4.491736365460567,9,9.179937589609596
324,-4.491736365460567,-7.31081010966033,-5.421350598045324,0.6279036242982806,15,5,8.0,-4.491736365460567,9,9.179937589609596
325,-4.491736365460567,-7.248309034683146,-5.437209690937218,0.686696782095628,15,5,8.0,-4.491736365460567,9,9.179937589609596
326,-4.491736365460567,-7.24383828996679,-5.461113477200536,0.6896328821564369,15,7,8.0,-4.491736365460567,9,9.179937589609596
327,-4.491736365460567,-7.179888999101542,-5.456903519155101,0.6401303405132667,17,5,8.0,-4.491736365460567,9,9.179937589609596
328,-4.491736365460567,-7.259657870719957,-5.386205572110718,0.6249045851668027,21,5,8.0,-4.491736365460567,9,9.179937589609596
329,-4.491736365460567,-7.94198890699725,-5.358943159295884,0.6451596715323176,15,5,8.0,-4.491736365460567,9,9.179937589609596
330,-4.491736365460567,-7.809046661304264,-5.571515064240334,0.7072197093048194,15,5,8.0,-4.491736365460567,9,9.179937589609596
331,-4.491736365460567,-7.809046661304264,-5.429696534038902,0.666895715693311,15,7,8.0,-4.491736365460567,9,9.179937589609596
332,-4.491736365460567,-7.4369151034291425,-5.500742630585987,0.6952102980260064,13,5,8.0,-4.491736365460567,9,9.179937589609596
333,-4.491736365460567,-7.863391252250003,-5.457451523582763,0.6789329078208826,15,5,8.0,-4.491736365460567,9,9.179937589609596
334,-4.491736365460567,-7.41427969831686,-5.495075399223687,0.6851645916289837,13,5,8.0,-4.491736365460567,9,9.179937589609596
335,-4.491736365460567,-7.4369151034291425,-5.494699554582516,0.6929032540518076,13,5,8.0,-4.491736365460567,9,9.179937589609596
336,-4.491736365460567,-7.344290719835642,-5.557826595402068,0.6737439460548363,17,5,8.0,-4.491736365460567,9,9.179937589609596
337,-4.491736365460567,-7.251322414675354,-5.619052636617201,0.6948755775841172,15,5,9.0,-4.491736365460567,9,9.179937589609596
338,-4.491736365460567,-7.366149509818414,-5.516005415801153,0.6840491011882968,19,5,8.0,-4.491736365460567,9,9.179937589609596
339,-4.491736365460567,-7.4369151034291425,-5.483419056378891,0.6458580623348152,15,5,8.0,-4.491736365460567,9,9.179937589609596
340,-4.491736365460567,-7.128253194763511,-5.388328989513383,0.5801657816406521,15,5,8.0,-4.491736365460567,9,9.179937589609596
341,-4.491736365460567,-7.283916390623388,-5.509986041001886,0.6875134985702296,17,5,8.0,-4.491736365460567,9,9.179937589609596
342,-4.491736365460567,-7.382383439281499,-5.591594504529345,0.7267020313319067,15,5,8.0,-4.491736365460567,9,9.179937589609596
343,-4.491736365460567,-7.448459829216368,-5.661074954822783,0.7690113909690446,15,7,8.0,-4.491736365460567,9,9.179937589609596
344,-4.491736365460567,-7.845702111753561,-5.582688471251835,0.7388881379404554,15,5,8.0,-4.491736365460567,9,9.179937589609596
345,-4.491736365460567,-8.194906189855176,-5.636837840292223,0.8150060628028329,17,7,8.0,-4.491736365460567,9,9.179937589609596
346,-4.491736365460567,-8.161904674393265,-5.527711163174279,0.8221660062458416,15,5,8.0,-4.491736365460567,9,9.179937589609596
347,-4.491736365460567,-7.362375559319763,-5.6540318099586955,0.7979121291250951,15,5,8.0,-4.491736365460567,9,9.179937589609596
348,-4.491736365460567,-7.11884791265881,-5.488009044511633,0.668309617332304,11,5,8.0,-4.491736365460567,9,9.179937589609596
349,-4.491736365460567,-7.9384722559364835,-5.464145036955983,0.8308688057939546,13,5,8.0,-4.491736365460567,9,9.179937589609596
350,-4.491736365460567,-8.194906189855176,-5.489331793889635,0.849744505682402,15,5,8.0,-4.491736365460567,9,9.179937589609596
351,-4.491736365460567,-7.815850485084734,-5.586142451338179,0.808279433114622,15,5,9.0,-4.491736365460567,9,9.179937589609596
352,-4.491736365460567,-7.672408684184337,-5.4612359685201355,0.7942113910038785,15,5,8.0,-4.491736365460567,9,9.179937589609596
353,-4.491736365460567,-7.527384964769009,-5.458172991150674,0.7486463217119599,15,5,8.0,-4.491736365460567,9,9.179937589609596
354,-4.491736365460567,-7.256188792544667,-5.379332100362185,0.6863524448497551,13,5,8.0,-4.491736365460567,9,9.179937589609596
355,-4.491736365460567,-7.93215020883962,-5.407805320329882,0.7615631514551868,15,5,8.0,-4.491736365460567,9,9.179937589609596
356,-4.491736365460567,-7.250297755505197,-5.283816899833767,0.622835377857652,13,5,8.0,-4.491736365460567,9,9.179937589609596
357,-4.491736365460567,-7.591624598224511,-5.376428472376985,0.6497734886318026,13,5,8.0,-4.491736365460567,9,9.179937589609596
358,-4.491736365460567,-8.103274608381582,-5.332720788908676,0.6703168733247509,13,5,8.0,-4.491736365460567,9,9.179937589609596
359,-4.491736365460567,-8.194906189855176,-5.532371787528739,0.7677837483458188,15,7,8.0,-4.491736365460567,9,9.179937589609596
360,-4.491736365460567,-7.706468334462152,-5.460703929190963,0.6854103029137723,15,7,8.0,-4.491736365460567,9,9.179937589609596
361,-4.491736365460567,-8.103274608381582,-5.538080745546508,0.7856079862950439,13,5,8.0,-4.491736365460567,9,9.179937589609596
362,-4.491736365460567,-8.103274608381582,-5.622109032080214,0.7464125496099134,13,5,8.0,-4.491736365460567,9,9.179937589609596
363,-4.491736365460567,-8.103274608381582,-5.592953653090628,0.723229020803736,15,5,8.0,-4.491736365460567,9,9.179937589609596
364,-4.491736365460567,-8.103274608381582,-5.572290673379744,0.7420591251315826,15,5,8.0,-4.491736365460567,9,9.179937589609596
365,-4.491736365460567,-7.286378167848763,-5.490904521801879,0.719394937990511,15,5,8.0,-4.491736365460567,9,9.179937589609596
366,-4.491736365460567,-7.401736830927532,-5.483373331222385,0.7213465788124177,15,7,8.0,-4.491736365460567,9,9.179937589609596
367,-4.491736365460567,-8.011241919013107,-5.408939962788362,0.6939757294319073,15,5,8.0,-4.491736365460567,9,9.179937589609596
368,-4.491736365460567,-7.401736830927532,-5.556674421773868,0.7901574570920129,13,5,8.0,-4.491736365460567,9,9.179937589609596
369,-4.491736365460567,-7.346743198486164,-5.564581167118398,0.7493190976015568,13,5,8.0,-4.491736365460567,9,9.179937589609596
370,-4.491736365460567,-7.6552657311031975,-5.600786895799022,0.7497736277983267,15,7,9.0,-4.491736365460567,9,9.179937589609596
371,-4.491736365460567,-7.425969276191632,-5.579228532261982,0.7703918843539072,15,5,8.0,-4.491736365460567,9,9.179937589609596
372,-4.491736365460567,-7.841314042058731,-5.476106058273614,0.7256328184197863,15,5,8.0,-4.491736365460567,9,9.179937589609596
373,-4.491736365460567,-7.739438197975415,-5.491352350617694,0.7485322883076493,15,5,8.0,-4.491736365460567,9,9.179937589609596
374,-4.491736365460567,-7.572815129981514,-5.523499161636494,0.717115725635814,13,7,8.0,-4.491736365460567,9,9.179937589609596
375,-4.491736365460567,-7.575614346212809,-5.55183006434999,0.7229367936191008,15,7,9.0,-4.491736365460567,9,9.179937589609596
376,-4.491736365460567,-7.6285169833671285,-5.5181980490194125,0.7134515153685939,19,5,9.0,-4.491736365460567,9,9.179937589609596
377,-4.491736365460567,-7.337611778884705,-5.365410933022262,0.6281709735220511,19,5,9.0,-4.491736365460567,9,9.179937589609596
378,-4.491736365460567,-7.346611697961782,-5.516167017666394,0.7399622837181583,19,5,8.0,-4.491736365460567,9,9.179937589609596
379,-4.491736365460567,-7.171645391726546,-5.431833421471912,0.6756999567576271,23,5,9.0,-4.491736365460567,9,9.179937589609596
380,-4.491736365460567,-7.746411845346612,-5.564008474742156,0.7861137192804024,13,5,8.0,-4.491736365460567,9,9.179937589609596
381,-4.491736365460567,-7.412102816473486,-5.595941269532005,0.8138487607286353,13,5,8.0,-4.491736365460567,9,9.179937589609596
382,-4.491736365460567,-8.011241919013107,-5.524000806802193,0.824226713770692,15,5,8.0,-4.491736365460567,9,9.179937589609596
383,-4.491736365460567,-7.8146429597125575,-5.554457993562588,0.7945740521422996,15,5,8.0,-4.491736365460567,9,9.179937589609596
384,-4.491736365460567,-7.56334584039788,-5.686374354711312,0.8049553727043828,15,5,8.0,-4.491736365460567,9,9.179937589609596
385,-4.491736365460567,-8.024678540047828,-5.530340029809556,0.6914057255959285,15,5,8.0,-4.491736365460567,9,9.179937589609596
386,-4.491736365460567,-7.677071527926793,-5.627100582741986,0.7340520997187093,15,5,8.0,-4.491736365460567,9,9.179937589609596
387,-4.491736365460567,-7.2736092508530295,-5.665254097475322,0.6706569899421351,15,5,8.0,-4.491736365460567,9,9.179937589609596
388,-4.491736365460567,-7.863391252250003,-5.559269981766055,0.7359619229288148,17,5,8.0,-4.491736365460567,9,9.179937589609596
389,-4.491736365460567,-7.296180575686514,-5.494149700715581,0.7260022929700116,17,5,8.0,-4.491736365460567,9,9.179937589609596
390,-4.491736365460567,-7.986098398365643,-5.532529431885299,0.7738470267530811,15,5,8.0,-4.491736365460567,9,9.179937589609596
391,-4.491736365460567,-7.409516292084426,-5.496554848509486,0.714543821165462,17,7,8.0,-4.491736365460567,9,9.179937589609596
392,-4.491736365460567,-7.057479454542764,-5.491155821287668,0.6786755173698342,17,7,8.0,-4.491736365460567,9,9.179937589609596
393,-4.491736365460567,-7.35288505424106,-5.624381645429617,0.745742697462511,15,5,8.0,-4.491736365460567,9,9.179937589609596
394,-4.491736365460567,-6.9529151138053065,-5.561121363728558,0.6702787914164232,15,5,8.0,-4.491736365460567,9,9.179937589609596
395,-4.491736365460567,-7.447960489768194,-5.504644779658281,0.7166010733368987,15,5,8.0,-4.491736365460567,9,9.179937589609596
396,-4.491736365460567,-7.211733749900846,-5.52008331200785,0.6825742258819049,13,5,8.0,-4.491736365460567,9,9.179937589609596
397,-4.491736365460567,-7.474515069848418,-5.440327410742336,0.697633698220469,15,5,8.0,-4.491736365460567,9,9.179937589609596
398,-4.491736365460567,-7.151915248687936,-5.435761847721991,0.6638749819939018,15,5,8.0,-4.491736365460567,9,9.179937589609596
399,-4.491736365460567,-7.350411206146842,-5.353018223549262,0.6840749655997079,15,5,8.0,-4.491736365460567,9,9.179937589609596
400,-4.491736365460567,-7.2723100317930625,-5.314603639751775,0.6879490742026886,15,5,8.0,-4.491736365460567,9,9.179937589609596
401,-4.491736365460567,-7.602178718601117,-5.47089259588185,0.8009558558704383,15,5,8.0,-4.491736365460567,9,9.179937589609596
402,-4.491736365460567,-7.377875982370345,-5.3620884384260705,0.7588918107483683,15,5,8.0,-4.491736365460567,9,9.179937589609596
403,-4.491736365460567,-7.318415540342603,-5.3103034796707265,0.65919770175757,15,5,8.0,-4.491736365460567,9,9.179937589609596
404,-4.491736365460567,-7.6695611766826035,-5.327507517427515,0.7359949503853283,17,5,8.0,-4.491736365460567,9,9.179937589609596
405,-4.491736365460567,-7.9045721482020115,-5.370232019085994,0.7657898382784178,15,5,8.0,-4.491736365460567,9,9.179937589609596
406,-4.491736365460567,-7.399087243937339,-5.512618126369371,0.7483312825337516,15,5,8.0,-4.491736365460567,9,9.179937589609596
407,-4.491736365460567,-8.058897575879104,-5.587214500284813,0.7879584544797241,17,7,8.0,-4.491736365460567,9,9.179937589609596
408,-4.491736365460567,-7.691445994919661,-5.602196542122471,0.8075053602830217,13,5,8.0,-4.491736365460567,9,9.179937589609596
409,-4.491736365460567,-9999.0,-105.32980944852292,994.3514847938637,15,7,8.0,-4.491736365460567,9,9.179937589609596
410,-4.491736365460567,-7.45229011939875,-5.570998607224616,0.7969655629046157,19,5,8.0,-4.491736365460567,9,9.179937589609596
411,-4.491736365460567,-7.0950720545860895,-5.370029357896132,0.6260653518773781,13,7,8.0,-4.491736365460567,9,9.179937589609596
412,-4.491736365460567,-7.169939800785883,-5.358500527980414,0.6452934190218456,15,5,8.0,-4.491736365460567,9,9.179937589609596
413,-4.491736365460567,-7.965392791310296,-5.524616946044855,0.8114746797210991,17,5,8.0,-4.491736365460567,9,9.179937589609596
414,-4.491736365460567,-9999.0,-105.42743500246036,994.3417439378983,15,5,8.0,-4.491736365460567,9,9.179937589609596
415,-4.491736365460567,-7.330822334908338,-5.6631236385366,0.7781236951366688,15,5,8.0,-4.491736365460567,9,9.179937589609596
416,-4.491736365460567,-8.011241919013107,-5.628113428376085,0.8403089722782535,15,5,8.0,-4.491736365460567,9,9.179937589609596
417,-4.491736365460567,-7.699843010775156,-5.644318659825908,0.7937788137080902,15,5,8.0,-4.491736365460567,9,9.179937589609596
418,-4.491736365460567,-8.011241919013107,-5.5857586200788845,0.7436388765301516,15,5,8.0,-4.491736365460567,9,9.179937589609596
419,-4.491736365460567,-7.186999803277142,-5.485242702773798,0.72016038073207,13,5,8.0,-4.491736365460567,9,9.179937589609596
420,-4.491736365460567,-7.206678345185128,-5.497562660413462,0.6877736286446049,17,5,8.0,-4.491736365460567,9,9.179937589609596
421,-4.491736365460567,-6.929801993232934,-5.359710844554346,0.6602698351603462,15,7,8.0,-4.491736365460567,9,9.179937589609596
422,-4.491736365460567,-7.104799120631202,-5.2977808362987915,0.6763746546137431,13,5,8.0,-4.491736365460567,9,9.179937589609596
423,-4.491736365460567,-7.001121654215878,-5.239358145522804,0.5577499984402745,15,7,8.0,-4.491736365460567,9,9.179937589609596
424,-4.491736365460567,-6.6606724875368215,-5.35563087365823,0.6000547605597047,15,5,8.0,-4.491736365460567,9,9.179937589609596
425,-4.491736365460567,-7.171659567089782,-5.488845685966905,0.6826534007126092,15,5,8.0,-4.491736365460567,9,9.179937589609596
